                               Güterart |      Freq.     Percent        Cum.
                 POST, WARENLIEFERUNGEN |          1        0.00       91.42
                        POST, WERKZEUGE |          1        0.00       91.42
                  POST,WARENLIEFERUNGEN |          1        0.00       91.42
         POST- U. UNTERSUCHUNGSMATERIAL |          1        0.00       91.42
             POST- UND VERWALTUNGSAKTEN |          2        0.00       91.42
  POST- UND VERWALTUNGSAKTEN/FUNDSACHEN |          1        0.00       91.42
                        POST-FRACHT-SDG |          1        0.00       91.42
                            POST-PAKETE |          2        0.00       91.42
                         POST-SENDUNGEN |         10        0.01       91.43
                       POST. FRUCHTSAFT |          1        0.00       91.43
                       POST/ SPIELWAREN |          1        0.00       91.43
                             POST/AKTEN |          1        0.00       91.43
                        POSTBEFöRDERUNG |          2        0.00       91.44
                           POSTBEHäLTER |         10        0.01       91.44
                             POSTBEUTEL |          2        0.00       91.45
               POSTBEUTEL MIT BRIEFPOST |          1        0.00       91.45
                         POSTBEöRDERUNG |          1        0.00       91.45
                             POSTBRIEFE |          2        0.00       91.45
                              POSTBRIFE |          1        0.00       91.45
                       POSTEINLIEFERUNG |          1        0.00       91.45
                            POSTERMöBEL |          2        0.00       91.45
                         POSTESENDUNGEN |          1        0.00       91.45
                                POSTGUT |         28        0.02       91.48
                      POSTGUT / LEERGUT |          1        0.00       91.48
                        POSTGUT, BRIEFE |          2        0.00       91.48
                              POSTGüTER |          1        0.00       91.48
                POSTKISTEN / BUNDESPOST |          2        0.00       91.48
                             POSTKäSTEN |          1        0.00       91.48
                        POSTPAKE/BRIEFE |          1        0.00       91.48
                              POSTPAKET |          1        0.00       91.48
                             POSTPAKETE |         77        0.06       91.55
            POSTPAKETE / VERTEILERFAHRT |          1        0.00       91.55
                   POSTPAKETE UND BRIEF |          1        0.00       91.55
                POSTPAKETE UND PäCKCHEN |          1        0.00       91.55
                     POSTPAKETE, BRIEFE |          3        0.00       91.55
                      POSTPAKETE/BREIFE |          1        0.00       91.56
                      POSTPAKETE/BRIEFE |          4        0.00       91.56
                             POSTSACHEN |          2        0.00       91.56
                            POSTSENDUNG |         14        0.01       91.57
                           POSTSENDUNGE |          1        0.00       91.57
                          POSTSENDUNGEN |        210        0.18       91.75
               POSTSENDUNGEN ( PAKETE ) |          1        0.00       91.75
                POSTSENDUNGEN (PACKETE) |          1        0.00       91.75
                POSTSENDUNGEN + LEERGUT |          1        0.00       91.75
               POSTSENDUNGEN UND PAKETE |          1        0.00       91.75
                  POSTSENDUNGEN, BRIEFE |          3        0.00       91.76
           POSTSENDUNGEN, GESCHäFTSPOST |          4        0.00       91.76
                   POSTSENDUNGEN-PAKETE |          2        0.00       91.76
                   POSTSENDUNGEN/PAKETE |          1        0.00       91.76
                              POSTSäCKE |          2        0.00       91.76
                            POSTTASCHEN |         11        0.01       91.77
                      POSTZUSTELLKISTEN |          1        0.00       91.77
                       POSTZUSTELLUNGEN |          1        0.00       91.77
                    POSTfrachtsendungen |          1        0.00       91.77
                              POTPAKETE |          1        0.00       91.78
                        POWER ENDSTUFEN |          2        0.00       91.78
